row_index,document_id,chunk_id,status,previous_embedding_input_sha256,embedding_input_sha256,previous_vector_sha256,vector_sha256,vector_bytes_identical
735,doc_b49f89a86d230228391a766a,chunk_b796ad8de342c483fb49d413,reused,fabcf3a36ce853f3d2ad1d49d5f84b968f51a0294325198e492f568c3735f924,fabcf3a36ce853f3d2ad1d49d5f84b968f51a0294325198e492f568c3735f924,c19a4c74b7291ca9912169fbb4a0a861ee1107004618b8c64ad3912e35f922de,c19a4c74b7291ca9912169fbb4a0a861ee1107004618b8c64ad3912e35f922de,true
736,doc_b49f89a86d230228391a766a,chunk_fcae937524c006ae4acca7f3,reused,a73fae57dbffece12f983fdad363040bbfd92d0b3381d4f6beaa499d074c1662,a73fae57dbffece12f983fdad363040bbfd92d0b3381d4f6beaa499d074c1662,1867adb8984356d16187c01473b343ae60b127e6397e46cbd32d3ddc67d240fe,1867adb8984356d16187c01473b343ae60b127e6397e46cbd32d3ddc67d240fe,true
737,doc_b49f89a86d230228391a766a,chunk_cdfd3a4f3bee9899571cee32,reused,625dd5f42cce1f08f4f9e8ebaa46aa7d249d564676d0744f738f38c05d37983b,625dd5f42cce1f08f4f9e8ebaa46aa7d249d564676d0744f738f38c05d37983b,4ed23f3bf1bccd1d6bd23c9d69ae6da8bcce700a82e05cc50120ff1a4bda2a6b,4ed23f3bf1bccd1d6bd23c9d69ae6da8bcce700a82e05cc50120ff1a4bda2a6b,true
738,doc_b49f89a86d230228391a766a,chunk_8e5928f7c4afdd2b56bf9a9c,reused,e36e55163b643ffa16ce87ace51971df0bc94e379371d064a1e6760121ae1928,e36e55163b643ffa16ce87ace51971df0bc94e379371d064a1e6760121ae1928,3ec5c21300cb4e9a2784e53d505a90d5cf3a8054901e0b1da8410e554643200c,3ec5c21300cb4e9a2784e53d505a90d5cf3a8054901e0b1da8410e554643200c,true
739,doc_b49f89a86d230228391a766a,chunk_0ba935eeea9a472ffdb91dcf,reused,124afde52f50ac9660bd80488de7e0b1ebdefc4d1d5d016d44c1701c1ce92a37,124afde52f50ac9660bd80488de7e0b1ebdefc4d1d5d016d44c1701c1ce92a37,f662085abf8e89c1ef23ae06c035c29b0a60229439f564ed5a029e6339827634,f662085abf8e89c1ef23ae06c035c29b0a60229439f564ed5a029e6339827634,true
740,doc_b49f89a86d230228391a766a,chunk_a86dda0f5690ffa72ebc5518,reused,601cd397a6e2b3fe9cdff553262a6f0ef5ee840a53581ae6074ba040713c219a,601cd397a6e2b3fe9cdff553262a6f0ef5ee840a53581ae6074ba040713c219a,6f70fbf0bc7a7399148541cf8060b6656aba38c00faba3cdf6daf8ab2c39a6ab,6f70fbf0bc7a7399148541cf8060b6656aba38c00faba3cdf6daf8ab2c39a6ab,true
741,doc_b49f89a86d230228391a766a,chunk_9c82b02f0da61bb6728d6a42,reused,d511c78273d79bc083cc8110f86ae11c8af5b90fc2fb4c063f5a0005ade77a64,d511c78273d79bc083cc8110f86ae11c8af5b90fc2fb4c063f5a0005ade77a64,b70965d8b5817008de11e3bd77dc928878d72324717e0ab723854485256fbe8d,b70965d8b5817008de11e3bd77dc928878d72324717e0ab723854485256fbe8d,true
742,doc_b49f89a86d230228391a766a,chunk_4a343b862096846c31f41115,reused,959d9fb80883c4fbd11122ce0caa339ad82fb88d1bc34c3da7cfe688a538785f,959d9fb80883c4fbd11122ce0caa339ad82fb88d1bc34c3da7cfe688a538785f,cd463a00a5e8da7003634b8ddd195ed9fb534a042b31f6ebab04c125a8e0514f,cd463a00a5e8da7003634b8ddd195ed9fb534a042b31f6ebab04c125a8e0514f,true
743,doc_b49f89a86d230228391a766a,chunk_8f467426bdd17413b63d5f85,reused,520b4b74b954409aa2f17ccfff336f871fb4a3040661ec27f87821d53804c45b,520b4b74b954409aa2f17ccfff336f871fb4a3040661ec27f87821d53804c45b,7b497b22553bf1bac136d17e0dce55ed7fe68a67ebca71bd509322eb69044c5f,7b497b22553bf1bac136d17e0dce55ed7fe68a67ebca71bd509322eb69044c5f,true
744,doc_b49f89a86d230228391a766a,chunk_4de6e62d82f29cdd796b5310,reused,a339958e7451b751d40aa7e487c35b70dc415f434a2c0fafdf60bb4ddc81e8e6,a339958e7451b751d40aa7e487c35b70dc415f434a2c0fafdf60bb4ddc81e8e6,7673de7529a04fc230facca3269af683780e475070b74dfada380edf6ffdafce,7673de7529a04fc230facca3269af683780e475070b74dfada380edf6ffdafce,true
745,doc_b49f89a86d230228391a766a,chunk_ca5cf932ccdec5ddd29b2e74,reused,1abaa7c6ea21bad7ab085aa68c286e5543a30165d62598afb706c8fc206882fb,1abaa7c6ea21bad7ab085aa68c286e5543a30165d62598afb706c8fc206882fb,998e9c8aa487228ed72983be39956e9109514ecdd27ab3c9fa316d58e8f1f897,998e9c8aa487228ed72983be39956e9109514ecdd27ab3c9fa316d58e8f1f897,true
746,doc_b49f89a86d230228391a766a,chunk_1c75beea00eef8f70d8c53f5,reused,823b7c5e851fc239ed5ec7ec18a0cbb437d07be7cf55030ba12b2450320a5d3c,823b7c5e851fc239ed5ec7ec18a0cbb437d07be7cf55030ba12b2450320a5d3c,02c260bc59a7fc2f98ee9ff9e889abdf7c425cd07c1c5eccdbefa4f382cdc0b7,02c260bc59a7fc2f98ee9ff9e889abdf7c425cd07c1c5eccdbefa4f382cdc0b7,true
747,doc_b49f89a86d230228391a766a,chunk_22551d86180919ec1690403c,reused,4a90e42bcea0a847dac4b834ba14c5805beeb773d8e8398cc43dd9fe3a3affce,4a90e42bcea0a847dac4b834ba14c5805beeb773d8e8398cc43dd9fe3a3affce,c8279c90db00e41ad4f5503026875542346088dcea6eaa1e00ca3dd208d770e4,c8279c90db00e41ad4f5503026875542346088dcea6eaa1e00ca3dd208d770e4,true
748,doc_b49f89a86d230228391a766a,chunk_d13fb43636dab3ecc7859d13,reused,108938ee90ee267ae9209d2d765dc67e62bee994d69c524669139c1fc2ccb0be,108938ee90ee267ae9209d2d765dc67e62bee994d69c524669139c1fc2ccb0be,92c9049314b1a8f9456f6b91a929f541703c09c7cd3b794c28153057ae784b37,92c9049314b1a8f9456f6b91a929f541703c09c7cd3b794c28153057ae784b37,true
749,doc_b49f89a86d230228391a766a,chunk_8077e1f76a90e6ac28e84dd6,reused,1747c46d3bbd58885308ed05b994cff6c1d3fe7c7e4287300875df20a7b4688c,1747c46d3bbd58885308ed05b994cff6c1d3fe7c7e4287300875df20a7b4688c,c34f97293af420e391e088bd93e2cc8ea78592efb47c7355922a8c2ea7992130,c34f97293af420e391e088bd93e2cc8ea78592efb47c7355922a8c2ea7992130,true
750,doc_b49f89a86d230228391a766a,chunk_16e1f0943b43464cdac40f9f,reused,877e74fd0b2daeb7a77199b22ee962c2e7ea04b06970965e6f8ed6a57d164adb,877e74fd0b2daeb7a77199b22ee962c2e7ea04b06970965e6f8ed6a57d164adb,9c37328d1a933ab939d81ce59bba3dc82b9bdbe13293349c31f55f0866c4e840,9c37328d1a933ab939d81ce59bba3dc82b9bdbe13293349c31f55f0866c4e840,true
751,doc_b49f89a86d230228391a766a,chunk_777ca1a2548603eb6fedd2d7,reused,face626a3eef74b00962aad5bf98a57ce578eb866bc25f709681de691e41a1fa,face626a3eef74b00962aad5bf98a57ce578eb866bc25f709681de691e41a1fa,79f46f59a6974218ce4ad6bc0bbc74b3031e016909ddca24c033fc418a349a7e,79f46f59a6974218ce4ad6bc0bbc74b3031e016909ddca24c033fc418a349a7e,true
752,doc_b49f89a86d230228391a766a,chunk_759230edb9210d535b5535ca,reused,3b873ca7e2a8c03ffa3336bb8eec6a4b45d88101dffb79697e31bd724dad5998,3b873ca7e2a8c03ffa3336bb8eec6a4b45d88101dffb79697e31bd724dad5998,31d46cc1c39e16eda84ec5e6d6c3b5f0a3defd09407e590b0e015a4b212ccc3f,31d46cc1c39e16eda84ec5e6d6c3b5f0a3defd09407e590b0e015a4b212ccc3f,true
753,doc_b49f89a86d230228391a766a,chunk_620e19d44d74908b441d6dbe,reused,fb6f9b3103e7070248fcc0fdd4a79cf323cd05331205cc096b76752c96da57f3,fb6f9b3103e7070248fcc0fdd4a79cf323cd05331205cc096b76752c96da57f3,261ff088c6ba2f6e10feaed10c5384d93ff758ab1cdd8549177823b741a8152a,261ff088c6ba2f6e10feaed10c5384d93ff758ab1cdd8549177823b741a8152a,true
754,doc_b49f89a86d230228391a766a,chunk_4dcd488a71f59634a9a91e8b,reused,d58517f297bd2110d9e1880459cbc5491650ea5a40ebafd692c4e7b0d7014082,d58517f297bd2110d9e1880459cbc5491650ea5a40ebafd692c4e7b0d7014082,2c7d243534500f430f13a705a7786291bb5cf120912bdcb89030099107f06a20,2c7d243534500f430f13a705a7786291bb5cf120912bdcb89030099107f06a20,true
755,doc_b49f89a86d230228391a766a,chunk_fcf80ff59b6b31de24ca910b,reused,b05bec5e52cbd71f8b3d091c9a6e06411174c2cdf135362994f12af017af620a,b05bec5e52cbd71f8b3d091c9a6e06411174c2cdf135362994f12af017af620a,1225d8ff81af7573400bffade9b9f820c0e8a8b07db942e130b955d2ee192da8,1225d8ff81af7573400bffade9b9f820c0e8a8b07db942e130b955d2ee192da8,true
756,doc_b49f89a86d230228391a766a,chunk_989cd17114904c2dcfc65a9e,reused,9038d8a088fa1e31c4e929eb400af452bb326ba0ae73104c98d617fd888a68f2,9038d8a088fa1e31c4e929eb400af452bb326ba0ae73104c98d617fd888a68f2,93fac086c18bfc6c954985a9f597880f575dac115e432040cd13e8e8008a64c6,93fac086c18bfc6c954985a9f597880f575dac115e432040cd13e8e8008a64c6,true
757,doc_b49f89a86d230228391a766a,chunk_ea3cfa4734c1fcbf63d57260,reused,119ca1efc7de8074f8cec184d91a5d3627e56e38491b20b226cf1f9d890f3d35,119ca1efc7de8074f8cec184d91a5d3627e56e38491b20b226cf1f9d890f3d35,1b8255b6744680062bcec85e5d1da326b098d80faf4cd79651f44a7cfeb35509,1b8255b6744680062bcec85e5d1da326b098d80faf4cd79651f44a7cfeb35509,true
758,doc_b49f89a86d230228391a766a,chunk_6a624e732d13d5d61c730997,reused,02911b6b5aae686807f0277a08d1831e4733fa5b5a2dc1ce883f3461da0e666d,02911b6b5aae686807f0277a08d1831e4733fa5b5a2dc1ce883f3461da0e666d,970e9d8f7e8360f4c8468d1c5f52fdfca70ae22957c9aba0ac7b272b0e758668,970e9d8f7e8360f4c8468d1c5f52fdfca70ae22957c9aba0ac7b272b0e758668,true
759,doc_b49f89a86d230228391a766a,chunk_a48e41d2283e8382356c724f,reused,04d3e982d334d471374c26753f591192567391d1d4fa69c6a71466d152a4ffb7,04d3e982d334d471374c26753f591192567391d1d4fa69c6a71466d152a4ffb7,3bd97bad8e0d4c7fe7e58c0f212a45f0a3d871fb8073d98a9287d19acdfa808a,3bd97bad8e0d4c7fe7e58c0f212a45f0a3d871fb8073d98a9287d19acdfa808a,true
760,doc_b44a9d61a3b595c4675ed29b,chunk_a088bb7095122475ac3be25f,reused,cd56fcf5e1accd8250d98dc2c19be43cbd77275f24a134ada9e11b21f0df60a6,cd56fcf5e1accd8250d98dc2c19be43cbd77275f24a134ada9e11b21f0df60a6,ffd3434c4fa33b9e494208a56d4554ce6a9c9d59f0345d8d3bc02d510b7ee8ca,ffd3434c4fa33b9e494208a56d4554ce6a9c9d59f0345d8d3bc02d510b7ee8ca,true
761,doc_b44a9d61a3b595c4675ed29b,chunk_e755423a422ff56f9d8404c3,reused,213b372cc664dd6280fb39b8bb6991456e1f22d1e8bd3f5fb06558c5eb359e1e,213b372cc664dd6280fb39b8bb6991456e1f22d1e8bd3f5fb06558c5eb359e1e,c88f8eb3bb801379c3ae2e1e62746dcf27e6e7a68ef32b712ccf60b4ab5b91eb,c88f8eb3bb801379c3ae2e1e62746dcf27e6e7a68ef32b712ccf60b4ab5b91eb,true
762,doc_b44a9d61a3b595c4675ed29b,chunk_29ab7573051847d681a6e74c,reused,96d8085712f27a74a56e16d45fa3aaadcf3ee1676b3c54bddfde52b00615115c,96d8085712f27a74a56e16d45fa3aaadcf3ee1676b3c54bddfde52b00615115c,bb1dcae8dc76cb70c55440647cacb8de8c638e240233c5008d5056aed9538a11,bb1dcae8dc76cb70c55440647cacb8de8c638e240233c5008d5056aed9538a11,true
763,doc_b44a9d61a3b595c4675ed29b,chunk_7874e1b46ef4a1540a5cc8e8,reused,4a8221eaa4f8f71b3ed0514c9ec444aa47a9ebd3b70c31b906800baa973cc0fe,4a8221eaa4f8f71b3ed0514c9ec444aa47a9ebd3b70c31b906800baa973cc0fe,d6cb7dea02e4933b404468f986a0c2e87285e20ec188892379f48a331a7bf0a3,d6cb7dea02e4933b404468f986a0c2e87285e20ec188892379f48a331a7bf0a3,true
764,doc_b44a9d61a3b595c4675ed29b,chunk_177523ca7934b5904e7e70b3,reused,13a0eacf31fc9f4f9dd2f4ef1effb08cabdb5eae1f0b2590d0f12a982801b8a5,13a0eacf31fc9f4f9dd2f4ef1effb08cabdb5eae1f0b2590d0f12a982801b8a5,0b0767a6a02cb6c8c1e9d9d5042d0e8abc11683835c35dd5042a23a46292818d,0b0767a6a02cb6c8c1e9d9d5042d0e8abc11683835c35dd5042a23a46292818d,true
765,doc_b44a9d61a3b595c4675ed29b,chunk_37fe2866b0b6cc839d1c9e76,reused,a196f02463ba7ede9328d2555bfa843cd4e2bad615ed1fcc5aed06ed4b7df0b5,a196f02463ba7ede9328d2555bfa843cd4e2bad615ed1fcc5aed06ed4b7df0b5,55ffac3f3bf024f732c3d1d232c9c5ec0e4a81b20b816a882ba3bdfd07bfae6e,55ffac3f3bf024f732c3d1d232c9c5ec0e4a81b20b816a882ba3bdfd07bfae6e,true
766,doc_b44a9d61a3b595c4675ed29b,chunk_e3bf92e895559e42030d016b,reused,44df3e3fc2c7ae670c0f5379f663c62d66a35dc82d703e29655fb03b0ac99e46,44df3e3fc2c7ae670c0f5379f663c62d66a35dc82d703e29655fb03b0ac99e46,bb059a3fec1d2398ff01b489d315e48ec3d2054ffe7a1c90b73dd634ff246494,bb059a3fec1d2398ff01b489d315e48ec3d2054ffe7a1c90b73dd634ff246494,true
767,doc_b44a9d61a3b595c4675ed29b,chunk_e76e44679a8ea778eca1cbdb,reused,c632ae6dab073714cde9123fc785d92835d99f887705c9ad5c975b1b85c04d85,c632ae6dab073714cde9123fc785d92835d99f887705c9ad5c975b1b85c04d85,c6d18d3c45ed874161a6471c78df0f5931ed52d66d5da41e77fd6b6f3c546426,c6d18d3c45ed874161a6471c78df0f5931ed52d66d5da41e77fd6b6f3c546426,true
768,doc_b44a9d61a3b595c4675ed29b,chunk_c67c0616fb704323e74956db,reused,85914cd6853b0be190015eae7b69b19695ee76ba1374ee83bd7633da474665b3,85914cd6853b0be190015eae7b69b19695ee76ba1374ee83bd7633da474665b3,ec1ac41ef3020e3622946f8de61a0ca53147ca85441d30faf9abe326dcce3513,ec1ac41ef3020e3622946f8de61a0ca53147ca85441d30faf9abe326dcce3513,true
769,doc_b44a9d61a3b595c4675ed29b,chunk_c5d33bd56c1f8230662ec356,reused,a5ff3e9270b4297fcc36a767e5bc048209f979fdbc960a1baccbdc0835c506d0,a5ff3e9270b4297fcc36a767e5bc048209f979fdbc960a1baccbdc0835c506d0,90de82c30dda35150cef74163e89c5e883bef164703f1fcb989243428ba65c51,90de82c30dda35150cef74163e89c5e883bef164703f1fcb989243428ba65c51,true
770,doc_b44a9d61a3b595c4675ed29b,chunk_c2697714eb91ac9dd5275bf8,reused,d159af9bdc2628fe1dcb71648a998e32ee35f014b08860fb8710dbc03be42a9f,d159af9bdc2628fe1dcb71648a998e32ee35f014b08860fb8710dbc03be42a9f,b1ff492020c00dcffd1e9f45c5c7ff55ee3d0f9258265e044e0c3944a39cc496,b1ff492020c00dcffd1e9f45c5c7ff55ee3d0f9258265e044e0c3944a39cc496,true
771,doc_b44a9d61a3b595c4675ed29b,chunk_3712da1d4e0f4d5d7866511c,reused,063aa37e87ea5eb2eacd243560fe94b3a5572e0bf6b54244ca976de2bdcd011e,063aa37e87ea5eb2eacd243560fe94b3a5572e0bf6b54244ca976de2bdcd011e,f206c3a3602b210f08dcfee9c3378f688bfd68fda645966e6da478a2ecff69cb,f206c3a3602b210f08dcfee9c3378f688bfd68fda645966e6da478a2ecff69cb,true
772,doc_b44a9d61a3b595c4675ed29b,chunk_77e5cb3acd78bc33ab25229c,reused,4cf9ee74c0e699167caf54734b1c660ed049516db395474f1a3d6891089d5eed,4cf9ee74c0e699167caf54734b1c660ed049516db395474f1a3d6891089d5eed,f1e1f1dad657144568da3d7d0e594453e3cd674f25bcc69c62b58797ff2a2183,f1e1f1dad657144568da3d7d0e594453e3cd674f25bcc69c62b58797ff2a2183,true
773,doc_b44a9d61a3b595c4675ed29b,chunk_09b153858bab637bcf93eb23,reused,09c9212acbb26d666ab1290222f2b0d7a004b6b62f1f749882eef71a2c85f8a6,09c9212acbb26d666ab1290222f2b0d7a004b6b62f1f749882eef71a2c85f8a6,18bdb2d83b136946240f3a812238d9ae6e5c8a39ba3b4a7459ec278554a8b84f,18bdb2d83b136946240f3a812238d9ae6e5c8a39ba3b4a7459ec278554a8b84f,true
774,doc_b44a9d61a3b595c4675ed29b,chunk_f4f71921e2cfd023e16c5c36,reused,7b17f821ba1080301aba9631ef34cd607f452d5995d833580e1da64484ea6bcc,7b17f821ba1080301aba9631ef34cd607f452d5995d833580e1da64484ea6bcc,34d273c80c9f0c5c9818462227107f5fec2b4a8faa5a2f2ac23659b674f9029c,34d273c80c9f0c5c9818462227107f5fec2b4a8faa5a2f2ac23659b674f9029c,true
775,doc_b44a9d61a3b595c4675ed29b,chunk_51d6ecb6103851fa8f24f2f1,reused,089304a9fb6908dde3331851d48961b0c306f788494c4355fbbcb8e4cbea9d35,089304a9fb6908dde3331851d48961b0c306f788494c4355fbbcb8e4cbea9d35,f3c799d9a3734e00679dd0e0d6e88710d73349ced4891557304c943258cbce95,f3c799d9a3734e00679dd0e0d6e88710d73349ced4891557304c943258cbce95,true
776,doc_b44a9d61a3b595c4675ed29b,chunk_0bbf615a2287fbd987209b68,reused,a005ccfb84ed36b66b1691dc228c9eab6382a56cc83f27b20e8849006de66a38,a005ccfb84ed36b66b1691dc228c9eab6382a56cc83f27b20e8849006de66a38,6b2afbc316da0f0d5f914a600de70616bbfa4879e8eaadcd28bac36f36042cc6,6b2afbc316da0f0d5f914a600de70616bbfa4879e8eaadcd28bac36f36042cc6,true
777,doc_b44a9d61a3b595c4675ed29b,chunk_856cee64d8f6f030a3fe47d0,reused,09a03108dbe69165305fd9d27975add10474f6efcdb9a84c218506798ae96bb0,09a03108dbe69165305fd9d27975add10474f6efcdb9a84c218506798ae96bb0,01fde6b7ff0181ad0f39f1bbb7f80888d99ea8027b94b9a06cc6eadee8425d2d,01fde6b7ff0181ad0f39f1bbb7f80888d99ea8027b94b9a06cc6eadee8425d2d,true
778,doc_b44a9d61a3b595c4675ed29b,chunk_7f0563feaaa2b3621a879a2f,reused,bb489c10e17e25b97fa9364146e59d8632129d753055d4d986a8ec7b00f53fb9,bb489c10e17e25b97fa9364146e59d8632129d753055d4d986a8ec7b00f53fb9,997cd582963464f2155915ffd81d74cd2c0b08badea764eba7cfcb8c36dc98d6,997cd582963464f2155915ffd81d74cd2c0b08badea764eba7cfcb8c36dc98d6,true
779,doc_bdfb90527f46fe7050440e15,chunk_72ffbef944d45212fcb32b27,reused,1cb3e0d444675d869a3eb43443bfbb0bcc116c7807dcc5ed77722c76a03fd8d1,1cb3e0d444675d869a3eb43443bfbb0bcc116c7807dcc5ed77722c76a03fd8d1,22c28b0a81d6f1ab14c09515df0ed09af47b5648e8eb3d8cad322c06f4338cfe,22c28b0a81d6f1ab14c09515df0ed09af47b5648e8eb3d8cad322c06f4338cfe,true
780,doc_bdfb90527f46fe7050440e15,chunk_3c3f544ec9ffd7f863779c22,reused,6e2dbcedf896cba364968c641e7961b53384b17cd1946b1fa84a074a807830f8,6e2dbcedf896cba364968c641e7961b53384b17cd1946b1fa84a074a807830f8,e5dc3b47ae6bbc454d2117afb82e794b725d871e4a2bd077ff48a89c9f4579e7,e5dc3b47ae6bbc454d2117afb82e794b725d871e4a2bd077ff48a89c9f4579e7,true
781,doc_bdfb90527f46fe7050440e15,chunk_baac6e305a9f1761bac367f2,reused,c2751c7869a8e84e8c22e5362fbed973e11149dc8f784b8b18bd243e6b422772,c2751c7869a8e84e8c22e5362fbed973e11149dc8f784b8b18bd243e6b422772,fe027b61dd3aa0087249fed73651a6338f6042f2448ee78072127b9fcdb050b0,fe027b61dd3aa0087249fed73651a6338f6042f2448ee78072127b9fcdb050b0,true
782,doc_bdfb90527f46fe7050440e15,chunk_e51d2f96ee43e88bd5f1f06b,reused,e7d3848ead6386237a3b2c648bbfc2237c6272d2b676d7771ba1b225fd5c0d17,e7d3848ead6386237a3b2c648bbfc2237c6272d2b676d7771ba1b225fd5c0d17,b0ed0487749c3d051192135dd50c5d332a8c7bcecdae82a89ef0036b8c5eef6a,b0ed0487749c3d051192135dd50c5d332a8c7bcecdae82a89ef0036b8c5eef6a,true
783,doc_bdfb90527f46fe7050440e15,chunk_a2ccd653fda76f6af6b56cc1,reused,416d06995ca01cdaeebed264bcbf254b4cad82a3ed2938813fa1081753c3f8c1,416d06995ca01cdaeebed264bcbf254b4cad82a3ed2938813fa1081753c3f8c1,4544755c8b6f46acfbad9b34d4c6623ea2e490d7d9fda4288e36ffb71c0bfc1b,4544755c8b6f46acfbad9b34d4c6623ea2e490d7d9fda4288e36ffb71c0bfc1b,true
784,doc_bdfb90527f46fe7050440e15,chunk_703e2a51f9551b4395a9fbd6,reused,2186410894eaf73c476a307ab04ba0e3a54fa31aae9d2d706f2e9eab8008bfaa,2186410894eaf73c476a307ab04ba0e3a54fa31aae9d2d706f2e9eab8008bfaa,d41d1f3247a617bce3d120838e15439a39ba271f40bcf22ca0c0adf71eb7fa3a,d41d1f3247a617bce3d120838e15439a39ba271f40bcf22ca0c0adf71eb7fa3a,true
785,doc_bdfb90527f46fe7050440e15,chunk_aedfd7ea27e86c712050f2e4,reused,8f5065fedddb468ec8a2b1edbfd64a493b63a9025fbf178d674e1a8bdc82a969,8f5065fedddb468ec8a2b1edbfd64a493b63a9025fbf178d674e1a8bdc82a969,b18e02c7cc83bb76c43b7a70d85ee6b5a34c0c6ade69b2b5d3f9973ee29424f7,b18e02c7cc83bb76c43b7a70d85ee6b5a34c0c6ade69b2b5d3f9973ee29424f7,true
786,doc_bdfb90527f46fe7050440e15,chunk_2f50fc6df5fb5743a7c5ee83,reused,e60fc109ecbafbd1f090d74290176e2242b35548b0c44baf2f5a380c73f5cf38,e60fc109ecbafbd1f090d74290176e2242b35548b0c44baf2f5a380c73f5cf38,1608df3756eccd93bd26ecf91edc42a3bd5856784dabba275d3070317e8a351c,1608df3756eccd93bd26ecf91edc42a3bd5856784dabba275d3070317e8a351c,true
787,doc_bdfb90527f46fe7050440e15,chunk_d1162af621efe20be536f9a1,reused,e603172752373ec81063c4c9d2d62493f108f2d8728ff2234326067fa2eef2ae,e603172752373ec81063c4c9d2d62493f108f2d8728ff2234326067fa2eef2ae,ed14e443c8c1f6d736c4489caedd5a0307c865f7b0825e63cb85012efb4a44e9,ed14e443c8c1f6d736c4489caedd5a0307c865f7b0825e63cb85012efb4a44e9,true
788,doc_bdfb90527f46fe7050440e15,chunk_9c9bb8d29b6f1e8ec20c42ab,reused,0c464fca4b18c84117b7c47133a642e4f67a17976ec77a5312fea70316a41309,0c464fca4b18c84117b7c47133a642e4f67a17976ec77a5312fea70316a41309,32698ccd18df6376f5d969a86cd58fe4bedffb8c6bee8b2c27eaec7f5457747f,32698ccd18df6376f5d969a86cd58fe4bedffb8c6bee8b2c27eaec7f5457747f,true
789,doc_bdfb90527f46fe7050440e15,chunk_9984ac3fc1541789afb67124,reused,e2e575f110cb1976d3f11c97b3e6859942b5639aeba9ccee40ddda51a5cd053c,e2e575f110cb1976d3f11c97b3e6859942b5639aeba9ccee40ddda51a5cd053c,2231938809bbb9eb3d1926e17893d10b0635e08c5f5b25eb5a85c9bdcde191af,2231938809bbb9eb3d1926e17893d10b0635e08c5f5b25eb5a85c9bdcde191af,true
790,doc_bdfb90527f46fe7050440e15,chunk_295424f079e12728a148a28a,reused,d7c0693c1b8f67c8707dc4e88fcbb779678e9f2c4ac5ab568c12899d71761252,d7c0693c1b8f67c8707dc4e88fcbb779678e9f2c4ac5ab568c12899d71761252,c64c700d483717e510be5ec600f54f77f87d307ac71c8263ab625de05e1a7332,c64c700d483717e510be5ec600f54f77f87d307ac71c8263ab625de05e1a7332,true
791,doc_bdfb90527f46fe7050440e15,chunk_346d171eed9a9b77617825f8,reused,649a76abd44348d04cc040256f54f6aa8727db876686320b8394c3622f7abe62,649a76abd44348d04cc040256f54f6aa8727db876686320b8394c3622f7abe62,9d25c11f37224350dbc044856d29cc58074cd8f172fdc5c3f21e1fe11f51df4c,9d25c11f37224350dbc044856d29cc58074cd8f172fdc5c3f21e1fe11f51df4c,true
792,doc_6cd311d0b37985b0fd973a2e,chunk_7a054a9c75c48bc01c7d89ad,reused,6cd466722ce07361882f4c7ada353565fcc9edb2739cd8bc6e2d5e190c07ff3e,6cd466722ce07361882f4c7ada353565fcc9edb2739cd8bc6e2d5e190c07ff3e,9169aeefe4ea60092777f7305ec05a09799ccf9d85c4222d1ab5dcb446b512a8,9169aeefe4ea60092777f7305ec05a09799ccf9d85c4222d1ab5dcb446b512a8,true
793,doc_6cd311d0b37985b0fd973a2e,chunk_11c375c95aa41596a31d7eb8,reused,c3aab58df3a647813f7f5c6a04739d450cd037fc42d6f8be467b3f50e2e9590e,c3aab58df3a647813f7f5c6a04739d450cd037fc42d6f8be467b3f50e2e9590e,7b3e6e1abece77edce1334b5f7cdd31ee59047ea9389a2b1e494b7dde08fa32a,7b3e6e1abece77edce1334b5f7cdd31ee59047ea9389a2b1e494b7dde08fa32a,true
794,doc_6cd311d0b37985b0fd973a2e,chunk_87e1015fe6cce18e64b9ea67,reused,e0f8733106177541cf55d41c0e228d67727d75c04a8e66013e34f8c6e61e990a,e0f8733106177541cf55d41c0e228d67727d75c04a8e66013e34f8c6e61e990a,d4ce6cfc0b4913c1f41f5e06705deb7851a64d3cf937ed5f4fc6c053105204b0,d4ce6cfc0b4913c1f41f5e06705deb7851a64d3cf937ed5f4fc6c053105204b0,true
795,doc_6cd311d0b37985b0fd973a2e,chunk_5756ee9703c22cd827ff6d91,reused,fbb4f61f541a530f066641b867ff67816777fa21bf0d4f87dc40a3b1d37ba1d8,fbb4f61f541a530f066641b867ff67816777fa21bf0d4f87dc40a3b1d37ba1d8,4a024dbd9f17f7bd4a0aae5c319e5d63ccb4cc2936f21e63735dfd285984cb08,4a024dbd9f17f7bd4a0aae5c319e5d63ccb4cc2936f21e63735dfd285984cb08,true
796,doc_6cd311d0b37985b0fd973a2e,chunk_ac566c9f343011d7106f08ae,reused,43f01ceae4369043be6d058844f2477d2a8517fdaf4f670f71bfaed029e70d4d,43f01ceae4369043be6d058844f2477d2a8517fdaf4f670f71bfaed029e70d4d,73754fd2b8387daf60cffef4dc6c1316455fe2b1b05b8cc2b98a78f6842c2b1d,73754fd2b8387daf60cffef4dc6c1316455fe2b1b05b8cc2b98a78f6842c2b1d,true
797,doc_6cd311d0b37985b0fd973a2e,chunk_ed063d47227295822b3dd846,reused,0f969c4ca512bc7c2919c9277468d4fe21f42cc8cddea2e6d01dfb882213cef1,0f969c4ca512bc7c2919c9277468d4fe21f42cc8cddea2e6d01dfb882213cef1,c5f9c3d4ac543ea37464ef20bec614d47bc77251d59fe5ecd1a81b01fa9cade0,c5f9c3d4ac543ea37464ef20bec614d47bc77251d59fe5ecd1a81b01fa9cade0,true
